Comment,Likes,Dislikes
"शिवसेना की उम्मीदों पर पानी फेरते हुए शरद पवार बोले- हम विपक्ष में ही बैंठेंगे..
दूसरी ओर भाजपा ने भी शिवसेना को 7
नवंबर तक का वक्त देते हुए कहा की जल्द फ़ैसला नहीं लिया तो महाराष्‍ट्र में राष्‍ट्रपति शासन लागू कर देंगे।
उद्धव ठाकरे, ना घर को रियो ना घाट को..",1,1
आ गए रास्ते पर । अब coalition का धर्म याद आ गया ।,1,1
"If sena continue its oneupmanship behaviour against BJP, this will end of the road to sena in Maharashtra politics forever.",1,0
This guy is changing colours faster than a ‘girgit’. Balasaheb would have kicked him out of the Sena long back. Shame that once upright party known for their bold brand of politics has come down to this.,1,0
Today Sanjay Raot has shifted delivering of statement to after 2 o Clock instead of 10 o clock in the morning. Is Tiger''s tail between the legs now?,1,0
"Sena wants to keep BJP in tenterhooks all the time. But talking about ""Dharma""! Karma!!",1,0
"Unless BjP has something to fear and repurcations due to non forming govt, it should withdraw from forming govt and sit in the opposition. This would lead to dissolution of the assembly and reelection and after that voters will take care of Shiv Sena",1,1
"Now BJP is firm on forming the government with outside support of NCP, this has now made sena nervous and they are helpless, Sanjay s warning to BJP misfired and now he is coming on the BJP way shortly, otherwise sena will have to sit in the assembly as opposition party.",1,0
"Your drama has exposed now ,,,,your politics. is now end like RAJ THAKRE ,,,,",1,0
"ME NOT DIVIDING INDIA
# ME NOT FEKU
# ME NOT CHOORDAAR
# ME NOT Frequent Traveller
# Me NOT making India largest BEEF EXPORTER



what all alliance which BJP Is doing in Haryana..what happen to BJPEEEE principal

what kind of parties did alliance in Manipur and other state just to be in power

Shiv Sena doing.the right thing...BJP has done nothing for Maharashtra....I uagrated all the projects which Cngress did. ...",1,4
"hahaha ... even a child knows that Sharad Pawar has kicked Shivsena so hard that Mr. Raut is now saying they will adhere to ""coalition dharma"" .. ROFLMAO",1,0
"It is frustrating, everyday contradictory statements, Shivsena only wants money, no hindutva, no concern for farmers. BJP, in future, has fight elections without patying with Sena. Otherwise in next elections, NOTA will get elected.",1,0
dharma....you had the required numbers yesterday ........mockery of people''s mandate .........,1,0
Who is this selfish character?,1,0
"S.sena, NCP no.1 fraud. Congress so useless. ss.but once you agree with bjp at the time of election that is binding. but you scored less you want to dictate more score person? use brain. you are Maharashtra as follows Congress terms.",1,0
ab Aya unt pahad kae niche 😁😁😁😁😁😁😁😁😁😁,1,0
may ALLAH da merciful destroy shiv sena. they r GOONDAS n MAWALIS n TAPORIS. i appeal to SADRUDDIN (sharad) PAWAR to apply for cm post. most ppl dont know it but sharad pawar has secretly accepted islam n is now masha ALLAH secret muslim. all muslim must only support NCP now,1,7
"ln Maharashtra political banquet,shivsena is pav,bjp is bhaji,ncp is coconut chutney and congress is hot green chilli. guys get together and enjoy the banquet.",0,0
Too many loopholes in democracy.,0,0
"Shiv Sena Bargaining for more important ministries, let both NDA powers settle their disputes.",0,0
TIE UP CONGRESS 😂😂FEKKU NEVER FRAUD...😂,0,2
"Only online adhar voting. 1 hour from your phones. Send SMS, message,call or email. All authenticated. Elections done in 1hour.",0,0
"The fact of the matter is that BJP and S S only have to form the government. NCP is fully aware that once S S sides them and the government is formed with the support of congress , the vote bank of all the three parties to be dented and in the eventuality of the game between BJP and others in Maharashtra it goes in favour of BJP. So NCP is not showing any inclination to side the S S. As such for S S the only option is to remain as the part of NDA otherwise they will be losing on all count ... Read More",0,0
RAUT will rout SS soon,0,0
like it,0,0
This brat should shut his mount ... he is making situation grave,0,0
Shiv Sena and BJP both are crooks and masters of corruption and loot,0,1
Good afternoon my attached cover and clean it up to you soon either way and regards Dr s to which they have been a good idea to,0,0
"This man is a fan of Bahubali...

Dharma....LOL",0,0
Why only coalition dharma? Why not dharma in real life?,0,0
SS seems to be giving the BJP real Haloween nights and spooky dreams these days,0,0
"MERE PRIYA DESH WASIO.
THIS IS POLITICS , A GAME OF THRONE AND ANY THING IS POSSIBLE .
WHO EVER TAKE HARGE OF THE STATE SHOULD FULL FILL THERE PROMICES .
WE ARE INDIAN AND EVERY INDIAN IS MY BROTHER AND SISTERS IRRESPECTIVE OF RELIGIONS , CASTE AND TRIBES.
INDIA A MOST BEAUTIFUL COUNTRY ON EARTH WITH BEST AND QUALIFIED PEOPLE ON EARTH IN EVERY FIELD AND FACULTY.
SO MY DEAR INDIANS LETS JOIN HANDS TOGETHER AND MAKE A NEW INDIA , END TO HATERED FEELINGS . LETS CARE HUMANITY .Read More",0,2
Shortly ceejai house will be teeming with political activity again under the able leadership of Aditya !! Jai Maharastra. God save Bharat Mata!,0,1
Sb nimse to jana h aur unke sath m h niche ki aur kaha hai to m ni bna re bap to bap ka swabhav hai bichhu ka swabhav hai ki khabren a tha aur clz m ni bna ri che ke mujhe sunati rahi hai aur vah,0,0
and SS will raise hand.,0,0
SS have no Dharma.It''s a conspiracy. When SS will get their desired ministerships secretly they will join with NCP.Then NCP will propose no confidence vote and SS will raise hand.,0,0
Mulla ki daud....,0,0
Kya photo lagaya hai 🤓.,0,0
Great liars - MAJABOORI KA NAAM MAHATMA GANDHI .,0,0
When the boat is capsizing Sanjay Rautji remembers Dharma. Better late than never.,0,0
Shiv Sena has turned into a villain in past 8 days. In next 8 days it will strike a deal with BJP and become a progressive nationalist force again. Strange determinants of opinion.,0,0
Pawar Saheb is a true hon'ble Maratha and his one principled statement has brought down hot headed egoist loud mouth SS to it's real stature.,0,0
Give SS CM & DCM post without profolio? If SS allies with NCP & Congress for the sack of CM post it will be a deathly adventure. SS & BJP should form Govt as per pre-election,0,0
uddhav thakre life one day will become like Akhilesh yadav life shameless fellow,0,0
please make government with Congress and NCP. we want clear BJP rule everywhere. you have got votes under their name. kill the black cat under u. this man will drown the SS ship,0,1
Rather sleep with a toothless snake than a hungry tiger who is wanting to become The Maneater.,0,0
Sena wants people close to D company in power.,0,1
BJP......an advice......you may bend to some extent to have government with your alliance partner.......never allow yourself to crawl...,0,0
"SS unnecessarily making themselves laughing Buddha,
They are loosing shin for no reason, Asking CM post for sena may not have been wrong but asking CM post for Uddhav is definitely kind of joke",0,0
Coalition dharma is a Congress phrase popularized by MMS to condone atrocious corruption in the UPA regime! Use of this phrase by the Sena suggests they are in close talks with the national communal party!,0,0
Shiv sena is like Congress.. family party. Now they want aditya thakre as CM..stupid marathis keep supporting him on fake maharashtra nationalism,0,0
SS going to sacrifice their hindutwa ideology before Sonia Gandhi & Sarat Pawar.,0,0
Maharashtra people will be regretting by voting this Jokers,0,0
"Raut is No. 1 scoundrel. Now NCP has pulled its hand back, so this useless Shiv Sena wants to again restart talks with BJP.",0,0
really,0,0
"Softening is dawning of wisdom. No, Sena can never be wise for long. Soon the color of confrontation, opposition will be upon them. In last 5 years Uddhav Thackeray has voiced against BJP for not less than 50 times. Aditya Thackeray voicing about Wet Draught in MH is the inherent voice of the opposition. Sena habitually sizes itself larger than its reach, ability & popular appeal.",0,0
"Representational democracy is a messy affair. SS needs to encourage a varied and broad based crop of leadership , else be prepared to perish.
While Maharashtrians can swallow a Rahul Gandhi decrying the BJP stand on Kashmir, I don''t think, they''d as generous to an Uddhav Thackerey proposing to do away with the law against sedition.
Point being, breaking off with the BJP entails a uniform negative wtance against any policy measures by the BJP and such would require going against its own ... Read More",0,0
harace again BJP.Dump them.,0,0
I have a dream .... I want to see a SS CM 😂🤣😂,0,1
The best way of life and I think we can nycjsjajakanakskshsuwjajaksaoajaaoweueywuaknznxkzbavahanaaysiwowksjahaoanssywwakajahsoaanjsiajajakajaalansksosiusiaoalnaskklskmnabaansnabajs fhfjfjgigigi and,0,0
Hearing dharma from SS !!!! These corrupt goons should not hold any office period!,0,0
"SS if forms government on its own, it may go shortly like Kumarswamy''s government in Karnataka, better to join hands with old friends BJP",0,0
Next time aa vote mangne GPL hi deta tujhe,0,0
"Last warning to Sena: Either fall in line, or get lost.😠😡👿💢🗯",0,2
The best way I could do it I would nycjsjajakanakskshsuwjajaksaoajaaoweueywuaknznxkzbavahanaaysiwowksjahaoanssywwakajahsoaanjsiajajakajaalansksosiusiaoalnaskklskmnabaansnabajs,0,0
Namo must have told pawar not to support sena else his fate will be like Chiddu. Pawar wouldnt dare to defy BJP with all his criminal past. So tune of this raut SOB is changing now,0,1
"Aare Raut ji jaldi sarkar banao ,,, Sharad ji aur Sonia ji aapke saath hain ,,,, what are you worried about ,,,, waise bhi I have read somewhere that you are out of the list of Aditya ji ,,, so please show your power and make the government",0,1
"Raut is hell bent on repeating the Karnataka episode, where Kumarsqamy was made CM without power who used to cry evwryday. Raut shoud know well, its Congress infamous for screwing the smaller power hungry parties.",0,0
Worst politician at the time of election they promised so many thing to citizens but they are unable to solve their own problem and fighting with each other forget they will do anything for us,0,1
Let SS struggle with other dynastic parties,0,0
Good afternoon please see attached file is in a good day please receive my attached CV and regards Dr s to which they received a call at the first one is a,0,0
After great enlightenment SS is changing its stance?,0,0
"Till the end , BJP Thugs and Sandh Sena will continued their dangle but will not separated.!.",0,6
Bechari Shiv Sena! She deserves our sympathy.,0,1
BJP should let Sena go to form government in Maharashtra with NCP and Congress. Sena’s bluff will get blow very soon and they will be on ground.,0,0
"Lajja is a novel in Bengali by Taslima Nasrin, a writer of Bangladesh. The word lajja means ""shame"" in English. What a shameless group the Shiv Sena. Demands the Chief Ministership for a youngster who is yet to get maturity. We didn’t know Uddhav Thackeray is so playful and accepts all demands of his son Aditya who was born 1990; what’s his age 29! Does Uddhav wants to set a record of being youngest Chief Minister! His love superseded protection of Lalu Prasad for his fam ... Read More",0,0
Fifth figli to ihop do group yl uyiril nog,0,0
Vinothini Rubin do to in yl ob gk in,0,0
BJP cares for ShivSena’s support ! Paper Tigers will be shreded by BJP !,0,1
"Indefinite delay in formation of Government can not be waited in the interest of Democracy. Thus, let His Excellency Governor give appropriate guidelines and still no solution in the prescribed short time then may recommend for dissolution and re-pollings in the State or suspend the process for a few months for waiting consensus if majority of members parties.",0,0
it is very much clear with this statement that very very soon shiv sena and bharatiya janta party form the government,0,0
Thinking of Shivsena is limited to vada-paav and haftaa vasooli. Game of politics and chess is beyond their understanding. They are checkmate by BJP and they didn't know that.,0,0
Well done Shiv Sena. Was pleasantly surprised to see someone hell bent in taking the G of tadipaar. Keep it up.,0,0
LEAVE SHIV SENA LEAVE BJP FRONT. WE WANT SHIV SENA TO LEAVE AND FORM THE GOVERNMENT UNDER ADITYA THACKERAY. HE IS THE MOST ELIGIABLE IN THE SHIV SENA TO BECOME CM OF MAHARASTRA.,0,8
You can just send it to me and said he Vale and the other one is in the office today so I can do it for the first time and I will send you a,0,0
SS should wait it’s turn to be a maiority . Donot be in hurry join BIPAND FINISH SS,0,0
Bhi the best for your help on the phone is it a go to bed with your friends and the rest assured me and my first time and I don''t think that is why the other hand on it is,0,0
"50/50 ho Jaye, tum BHI Khao and hum BHI khayanghe money.?",0,0
"People voted for alliance!
Any other option is a breach of trust....Advantage NCP!",0,0
It is wrong for SS to demand 50:50 share when they got almost half of the BJP''s tally.,0,0
bhaunkane do ... end mein 2 haddi dal dena 4 sena,0,0
He has agreed that his party is a lecherous wife who eyes the neighbours husbands etc but is still a pativratga,0,0
"Looking to the reemergence of NCP and INA, both BJP and SS know very well that this is their last chance to have their own CM. Hence all the drama.",0,0
In the interest of the nation a time limit should be introduced for formation of the govt. both in centre and state.,0,0
BJP should not bowed down like what congress did in Karnataka by agreeing to make kumar swami as CM,0,0
Its time that leadership should present clear views and opinions. The old school of politics and the terminology won't fly with new generation.,0,0
"all these things are going to distract people from EVM software manipulation. now RSS,BJP are promoting EVM, election commission and software programmers for noble prize. we will achieve 4 trillion economy after exporting EVM to America,democratic countries. our EVM will save democracy of whole world.",0,2
"this man is without backbone and later he has no bone in his tongue, he will wag like fog tail whoever shows him empty bone.",0,0
Coalition DHARMA? or Tamasha.Blow hot Blow cold? Raut himself should make his stand clear.,0,0
What afe youbthink,0,0
"As such, WWE were forced to confirm that there had been delays, and that the listed SmackDown show - featuring matches such as The Revival vs The New Day for the tag titles and Roman Reigns vs Baron Corbin - would see changes.
""The WWE roster is delayed in its return from Riyadh, Saudi Arabia, following a historic performance at yesterday''s record-breaking WWE Crown Jewel event.
""More than 175 Superstars, production crew and employees boarded a 747 charter flight back to the U ... Read More",0,0
"Going on harping every day, hence better leave them to fend themselves rather having these rotten SS fellows as partners.",0,0
Jghh,0,0
Best website,0,0
Nice,0,0
Thanks for the info I will be there at work but I can come in the morning but will get back to you and I will send you my resume for the position of a little hands on,0,0
Greatly appreciate it if you can get it tomorrow morning but I can do it on the position of sales executive and get a new one for the time and place and I will get,0,0
"Shiv Sena should dump BJP,& form Government for five years,it is now or never situation BJP will not give CM post for ShivSena",0,3
It is going to be happy ending like most of the bollywood movies there will be fight before that. Please ignore them in the end they will be licking each other's wounds,0,0
ok,0,0
When Pawar says No that means it is Yes. Now since result he is saying that NCP will sit in the opposition but at the same time SS is fighting with BJP for CM post with 56 MLA. Something is definitely going ON.,0,0
Impose President rule in Maharashtra if no one is able to form a Govt.,0,0
"not an ordinary mans guessing game, only on 7 Nov , real pic will emerge but one thing is clear SS has rattled NDA to its core .this is the outcome till now , post election disco maharashtra style.",0,0
Its all about them. What they think if they think that they are correct. So they might be correct. Ok. So its all depend on them. .,0,0
coalition drama?,0,0
"We all understand that this (politics) is your career and you all have aspirations (being in power).
Request: Dont bring it into the public domain so that people stop believing you guys. This message is to SS and BJP both. Both of you want to serve people and bring in great changes in MH. Set targets of development for yourselces and share your power.
How does it matter fpr BJP to share and how does it matter for SS to play thrbrole pf Vice capt.
Ypu have created a joke of electoral ... Read More",0,1
"Public interest ,safety is forgotten.Personal/Party Interest carries weight",0,0
Nice,0,0
BJP shouldn't mistake like Congress did in Karnatak. let them allow SS option of forming the govt. with NCP and Congress and have CM chair for full 5 years if it is feasible. let them have a try.,0,0
"SS can not win 200 seats on its own, so MLA will be despare and may break away as no one know what will happen in 2024!!",0,0
opportunists,0,0
How many times this man will spit and lick on his own? Is it untill he gets the big Chair for Sena?,0,1
ss power hungry..,0,0
"Coalition is workable with like minded parties, not with opportunists, fence sitters and who change stance often.",0,0
"eems very desperate to have the CM post and that for a state Pappu with no experience, credentials and any good exposure to administration...only positive for him he is a grandson for the founder of SS.....",0,0
keep BJP out.let them declare president rule don't budge to the pressure,0,0
😂😂😂,0,1
Ok,0,1
Itcufpduoctctxrxtyvuvy,0,0
True,0,1
Sena does not know subtlety and classiness. Because of this they cannot portray themselves as consensus builder and party that follows through on its words.,0,1
"SS is becoming joke for themselves. Their pressure tactics with BJP will not work. The guys who got 56 seats is threatening the guys who got 105. Now they claim they can take support form NCP and Congress and take CM position, like Kumaraswamy Gowda. And with BJP guys at state and center watching. Udhav and Aditya will bite the same dust like Raj Thakray.",0,0
Sena must not be stopped to get all the information about the shivsena and bjp war so we must be help,0,0
The other hand if you and the chance he is a pleasure speaking to Tu hi the following link unsubscribe opt-out to get the latest flash the same or different than the same to the same and let you soon best wishes for a chance he was the first one to sell the car to you as a very nice day,0,0
"In a span of 10 working days starting November 4, SC bench will deliver four important judgments, including the verdict in the Ayodhya land dispute",0,0
.....,0,0
An Inexperienced fool wants to be cm god save maharastra from adiyta thackrey,0,0
Never fall into the trap laid by UPA,0,0
"When SS demand USA president post, their own persos CM every where, how to start talks?",0,0
Who cares? Jump into the Arabian Sea all of you for all we care. Delhi pollution is the most important issue.,0,0
"Too much of non sense, BJP shoukd write to Governor thst they are unable to form the government. Otgers will try, if nothing is possible, Maharashtra will come under Central Rule. But di not bow before SS who are Cheats.",0,0
.,0,0
BJP and Shiv sena both political parties are one .They see other parties how they act on their this action.,0,4
What did it mean they abruptly cancelled meeting last week which was supposed to be attended by central ministers????,0,1
"It's flip flop from Sena. Let them all go to some Picturesque place like Kashmir and brain storm, to know exactly what is on their mind",0,1
Yes,0,0
Go and talk to sarar panwar to become chief minister.since sharad panwar has refused to join hands with ss now option left with udhav tahkre to lick sonia gandhi.but still u donot have majority.sharad panwar will never dig his kabra himself foe a party like ss.,0,1
Sena must not be stop to to take a further step towards the bjp. And end the problem as early as early so. That they will be more. Powerful,0,1
Bhakts are shiitting bbricks 😂,0,3
"""The Sena contested the assembly elections in an alliance and we would adhere to the coalition dharma till the last moment,"" Sena leader Sanjay Raut told reporters.",0,1
"If a married couple has to run the family smoothly, each partner should love, respect and co-operate each other. No such family is there in the world which has no quarrel in the life. Give and take attitude is the best option for successful family life. Political life is not different from family life.",0,2
",It is called blowing hot and cold. Sena spokesman Sanjay Raut or for the matter Uddahav had gone mad to instal Aaditya as CM despite the fact that he is immature and had no experience even as a Corporator.But by doing so Sena is playing with the mandate the people of the State bestowed upon the Coalition for forming a stable Govt.How Sena could dream that BJP with 105 MLAs will sit in the fence and Sena will run the Govt. at its whims.Is BJP is so vulnerable to accept such dispensation of smal ... Read More",0,0
"To avoid any further delay in Govt. formation in Maharashtra, it''s better President Rule wl be implemented. as the Shiv Sena has broken the peoples faith in his state by convincing naughty/cheater politics tactics by NCP. they must realize it later...",0,0
Bjp really think they can win 104 seats without senas backing? 😄,0,6
"Shiv Sena and it's leaders are behaving like great idiots, it seems they are used to shame themselves, they keep no room for people to shame them.",0,0
"GOT IT --- MR MOTY SNOOPED ON MRS SONI - BHIMA KOREGAON THROUGH PEGASUS,,,=== OPEN UR EYES HHEEEEEEEEEEEEEEEEEEEEEEEEEE",0,3
"nou Sao chuhe kha kar , billi Chali haj karne",0,0
We are trying to reach the mr. Prime minister for this issue but some local. Channel don''t mund it,0,0
May be the all the problems of sena and bjp. Will be slove slowly and the next pm will be get to the Maharastra,0,1
Yes now the sena must not be stopped for thea mahayuti talk and make a new kingdom that he want,0,0
"""The Sena contested the assembly elections in an alliance and we would adhere to the coalition dharma till the last moment,"" Sena leader Sanjay Raut told reporters.",0,0
"Shiv Sena: ""Growl Growl......""...........
Fadanvese: ""Aakhir Tumeh Aana Hai ...Jara Der Lagegi"".",0,0
"PEGASUS MOTY,,,,, LAUNDE TU NIKAL RE BILL KE BAHER - TERI ABCD HHEEEEEEEEEEEEE",0,0
Bjp watching silent. Shav sena MLAs too!! May desert SS n give Bjp tacit support. Even central election ex MPs intervened with Uddhav for alliance. SS days over!!after their cheap gimmicks? Marathis no fiols.,0,1
"Hope Congress & NCP ask SS to support them, instead. That way, SS will stop taking their Kingmaker role for granted.",0,0
"Does BJP have that magic figure without SS? Still BJP is not in a mood to initiate talk with SS. That rudeness can be seen after Modi govt returned to power. Why is Amit Shah, who finalised alliance with SS, is silent.?",0,8
SS has been conducting talks with everybody through press conference.,0,0
"MR MOTY IS RIGGING ELECTIONS THROUGH PEGASUS VVPAT,,,,,EVM (RFID NFC, FM ) MANIPULATION,,,,-- SO COOL,,,, ITS EVEN BETTER HHEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE",0,3
"MR MOTY HAS INSTALLED PEGASUS ON ALL OPPOSTION LEADERS , , AND EVEN AMIT IRANI,,, MOTY BHAKTA GANGS - HE IS SPYING ON ALL---- HHEEEEE SO COOL HHEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE",0,1
"It is high time to stop coalition after results are out! Anyone wants to make coalition, it has to be pre election. Any coalition after results are against people''s mandate. Please stop exploitation of people. Please listen the ask of people. Stop all the third class greedy coalition post election results. This is a big crime.",0,0
"If bjp is thinking about poaching, forget it. Its not northeast or goa or karnataka. Its maharashtra and maratas will not allow the mlas into their own home if they chose to switch",0,4
Shaam daam dund bhed...voted ss but ss now days becoming cheaters party..,0,0
GODHRA PEGASUS MOTY WILL MAKE MUMBAI UT - ACHE DIN HHEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE,0,5
Sena will definitely fall in line. If the situation so arises that NCP has to choose between sena and BJP for outside support than pawar can support BJP as being a shrwed politician he could gain more by supporting BJP..,0,0
THIS IS PEGASUSS D RAMA OF ARTIC BRAHMIN INVADER BRAHMIN BRAHMIN DRAMA JEHADA HHEEEEEEEEE,0,1
Hehe...Both these shamelessFeku parties deserve each other...Chuuluu bhar goomootraa me doob marooo..,0,3
"this man would cause for SS death , Mr. Raut , kindly approch to giverner with ncp and congress and form stable goverment for five year",0,0
"So, NCP & Congress failed to pamper to your greed and adharma conditions?!",0,0
Politics in its crudest form going on in Maharashtra!!!!,0,0
"SANJAY Raut, you can only bark. Nothing more. Decide whether you would lead a six month tenured government or subordination to BJP without waging your tail quite often and Udhav should stop barking again and again.",0,0
"No talks should be held with Sena on govt formation.Enough of this trechery, teach the Sena a big lesson, BJP and NCP should form the govt in the state.Keep out Sena from power.",0,0
Gujju Chorr Narrenderr is enjoying with Bangkok LadyyBoyys in Thailand,0,5
What Dharma ? Which Dharma ? Is he talking about.,0,0
Narrednerrr Godi and Taklu Tadipaar will buy extra MLA who r on sale to form MH govt,0,1
It is called loot dharma n not coalition dharma.,0,0
Welcome to the land of Ram and Sanatan Dharma. Please don''t forget to take a look at our traditional Indian Nari poonam pandey on front page with melons exposed.,0,2
